,ID,Category,Date,Name,Score,Active
950,950,Hockey,2023-02-26,Seattle Kraken - Toronto Maple Leafs,,True
951,951,Hockey,2023-02-26,Winnipeg Jets - New York Islanders,,True
952,952,Hockey,2023-02-27,Anaheim Ducks - Chicago Blackhawks,,True
953,953,Hockey,2023-02-27,Colorado Avalanche - Vegas Golden Knights,,True
954,954,Hockey,2023-02-27,Dallas Stars - Vancouver Canucks,,True
955,955,Hockey,2023-02-27,Edmonton Oilers - Boston Bruins,,True
956,956,Hockey,2023-02-28,Arizona Coyotes - Chicago Blackhawks,,True
957,957,Hockey,2023-02-28,Buffalo Sabres - Columbus Blue Jackets,,True
958,958,Hockey,2023-02-28,Calgary Flames - Boston Bruins,,True
959,959,Hockey,2023-02-28,Minnesota Wild - New York Islanders,,True
960,960,Hockey,2023-02-28,Nashville Predators - Pittsburgh Penguins,,True
961,961,Hockey,2023-02-28,Ottawa Senators - Detroit Red Wings,,True
962,962,Hockey,2023-02-28,San Jose Sharks - Montreal Canadiens,,True
963,963,Hockey,2023-02-28,St. Louis Blues - Seattle Kraken,,True
964,964,Hockey,2023-02-28,Tampa Bay Lightning - Florida Panthers,,True
965,965,Hockey,2023-02-28,Winnipeg Jets - Los Angeles Kings,,True
966,966,Hockey,2023-03-01,Anaheim Ducks - Washington Capitals,,True
967,967,Hockey,2023-03-01,Colorado Avalanche - New Jersey Devils,,True
968,968,Hockey,2023-03-01,Dallas Stars - Arizona Coyotes,,True
969,969,Hockey,2023-03-01,Edmonton Oilers - Toronto Maple Leafs,,True
970,970,Hockey,2023-03-01,Philadelphia Flyers - New York Rangers,,True
971,971,Hockey,2023-03-01,Vegas Golden Knights - Carolina Hurricanes,,True
972,972,Hockey,2023-03-02,Boston Bruins - Buffalo Sabres,,True
973,973,Hockey,2023-03-02,Calgary Flames - Toronto Maple Leafs,,True
974,974,Hockey,2023-03-02,Chicago Blackhawks - Dallas Stars,,True
975,975,Hockey,2023-03-02,Detroit Red Wings - Seattle Kraken,,True
976,976,Hockey,2023-03-02,Florida Panthers - Nashville Predators,,True
977,977,Hockey,2023-03-02,Los Angeles Kings - Montreal Canadiens,,True
978,978,Hockey,2023-03-02,New York Rangers - Ottawa Senators,,True
979,979,Hockey,2023-03-02,San Jose Sharks - St. Louis Blues,,True
980,980,Hockey,2023-03-02,Tampa Bay Lightning - Pittsburgh Penguins,,True
981,981,Hockey,2023-03-02,Vancouver Canucks - Minnesota Wild,,True
982,982,Hockey,2023-03-03,Anaheim Ducks - Montreal Canadiens,,True
983,983,Hockey,2023-03-03,Arizona Coyotes - Carolina Hurricanes,,True
984,984,Hockey,2023-03-03,Columbus Blue Jackets - Seattle Kraken,,True
985,985,Hockey,2023-03-03,Edmonton Oilers - Winnipeg Jets,,True
986,986,Hockey,2023-03-03,Vegas Golden Knights - New Jersey Devils,,True
987,987,Hockey,2023-03-04,Boston Bruins - New York Rangers,,True
988,988,Hockey,2023-03-04,Buffalo Sabres - Philadelphia Flyers,,True
989,989,Hockey,2023-03-04,Calgary Flames - Minnesota Wild,,True
990,990,Hockey,2023-03-04,Chicago Blackhawks - Nashville Predators,,True
991,991,Hockey,2023-03-04,Dallas Stars - Colorado Avalanche,,True
992,992,Hockey,2023-03-04,Florida Panthers - Pittsburgh Penguins,,True
993,993,Hockey,2023-03-04,Los Angeles Kings - St. Louis Blues,,True
994,994,Hockey,2023-03-04,New York Islanders - Detroit Red Wings,,True
995,995,Hockey,2023-03-04,Ottawa Senators - Columbus Blue Jackets,,True
996,996,Hockey,2023-03-04,San Jose Sharks - Washington Capitals,,True
997,997,Hockey,2023-03-04,Vancouver Canucks - Toronto Maple Leafs,,True
998,998,Hockey,2023-03-04,Winnipeg Jets - Edmonton Oilers,,True
999,999,Hockey,2023-03-05,Arizona Coyotes - New Jersey Devils,,True
1000,1000,Hockey,2023-03-05,Carolina Hurricanes - Tampa Bay Lightning,,True
1001,1001,Hockey,2023-03-05,Colorado Avalanche - Seattle Kraken,,True
1002,1002,Hockey,2023-03-05,Philadelphia Flyers - Detroit Red Wings,,True
1003,1003,Hockey,2023-03-05,Vegas Golden Knights - Montreal Canadiens,,True
1004,1004,Hockey,2023-03-06,Buffalo Sabres - Edmonton Oilers,,True
1005,1005,Hockey,2023-03-06,Chicago Blackhawks - Ottawa Senators,,True
1006,1006,Hockey,2023-03-06,Dallas Stars - Calgary Flames,,True
1007,1007,Hockey,2023-03-06,Los Angeles Kings - Washington Capitals,,True
1008,1008,Hockey,2023-03-06,Vancouver Canucks - Nashville Predators,,True
1009,1009,Hockey,2023-03-06,Winnipeg Jets - San Jose Sharks,,True
1010,1010,Hockey,2023-03-07,Arizona Coyotes - St. Louis Blues,,True
1011,1011,Hockey,2023-03-07,Colorado Avalanche - San Jose Sharks,,True
1012,1012,Hockey,2023-03-07,Florida Panthers - Vegas Golden Knights,,True
1013,1013,Hockey,2023-03-07,Minnesota Wild - Calgary Flames,,True
1014,1014,Hockey,2023-03-07,Montreal Canadiens - Carolina Hurricanes,,True
1015,1015,Hockey,2023-03-07,New Jersey Devils - Toronto Maple Leafs,,True
1016,1016,Hockey,2023-03-07,New York Islanders - Buffalo Sabres,,True
1017,1017,Hockey,2023-03-07,Pittsburgh Penguins - Columbus Blue Jackets,,True
1018,1018,Hockey,2023-03-07,Seattle Kraken - Anaheim Ducks,,True
1019,1019,Hockey,2023-03-07,Tampa Bay Lightning - Philadelphia Flyers,,True
1020,1020,Hockey,2023-03-08,Detroit Red Wings - Chicago Blackhawks,,True
1021,1021,Hockey,2023-03-08,Vancouver Canucks - Anaheim Ducks,,True
1022,1022,Hockey,2023-03-08,Winnipeg Jets - Minnesota Wild,,True
1023,1023,Hockey,2023-03-09,Arizona Coyotes - Nashville Predators,,True
1024,1024,Hockey,2023-03-09,Boston Bruins - Edmonton Oilers,,True
1025,1025,Hockey,2023-03-09,Buffalo Sabres - Dallas Stars,,True
1026,1026,Hockey,2023-03-09,Carolina Hurricanes - Philadelphia Flyers,,True
1027,1027,Hockey,2023-03-09,Colorado Avalanche - Los Angeles Kings,,True
1028,1028,Hockey,2023-03-09,Montreal Canadiens - New York Rangers,,True
1029,1029,Hockey,2023-03-09,Pittsburgh Penguins - New York Islanders,,True
1030,1030,Hockey,2023-03-09,Seattle Kraken - Ottawa Senators,,True
1031,1031,Hockey,2023-03-09,St. Louis Blues - San Jose Sharks,,True
1032,1032,Hockey,2023-03-09,Tampa Bay Lightning - Vegas Golden Knights,,True
1033,1033,Hockey,2023-03-09,Washington Capitals - New Jersey Devils,,True
1034,1034,Hockey,2023-03-10,Calgary Flames - Anaheim Ducks,,True
1035,1035,Hockey,2023-03-10,Florida Panthers - Chicago Blackhawks,,True
1036,1036,Hockey,2023-03-11,Boston Bruins - Detroit Red Wings,,True
1037,1037,Hockey,2023-03-11,Buffalo Sabres - New York Rangers,,True
1038,1038,Hockey,2023-03-11,Carolina Hurricanes - Vegas Golden Knights,,True
1039,1039,Hockey,2023-03-11,Columbus Blue Jackets - St. Louis Blues,,True
1040,1040,Hockey,2023-03-11,Colorado Avalanche - Arizona Coyotes,,True
1041,1041,Hockey,2023-03-11,Florida Panthers - Winnipeg Jets,,True
1042,1042,Hockey,2023-03-11,Los Angeles Kings - Nashville Predators,,True
1043,1043,Hockey,2023-03-11,Montreal Canadiens - New Jersey Devils,,True
1044,1044,Hockey,2023-03-11,New York Islanders - Washington Capitals,,True
1045,1045,Hockey,2023-03-11,Pittsburgh Penguins - Philadelphia Flyers,,True
1046,1046,Hockey,2023-03-11,Seattle Kraken - Dallas Stars,,True
1047,1047,Hockey,2023-03-11,San Jose Sharks - Minnesota Wild,,True
1048,1048,Hockey,2023-03-11,Tampa Bay Lightning - Chicago Blackhawks,,True
1049,1049,Hockey,2023-03-11,Toronto Maple Leafs - Edmonton Oilers,,True
1050,1050,Hockey,2023-03-11,Vancouver Canucks - Ottawa Senators,,True
1051,1051,Hockey,2023-03-12,Anaheim Ducks - Nashville Predators,,True
1052,1052,Hockey,2023-03-12,Arizona Coyotes - Minnesota Wild,,True
1053,1053,Hockey,2023-03-12,Calgary Flames - Ottawa Senators,,True
1054,1054,Hockey,2023-03-12,Detroit Red Wings - Boston Bruins,,True
1055,1055,Hockey,2023-03-12,New Jersey Devils - Carolina Hurricanes,,True
1056,1056,Hockey,2023-03-12,Pittsburgh Penguins - New York Rangers,,True
1057,1057,Hockey,2023-03-12,St. Louis Blues - Vegas Golden Knights,,True
1058,1058,Hockey,2023-03-12,Tampa Bay Lightning - Winnipeg Jets,,True
1059,1059,Hockey,2023-03-13,Montreal Canadiens - Colorado Avalanche,,True
1060,1060,Hockey,2023-03-13,Seattle Kraken - Dallas Stars,,True
1061,1061,Hockey,2023-03-13,Toronto Maple Leafs - Buffalo Sabres,,True
1062,1062,Hockey,2023-03-14,Arizona Coyotes - Calgary Flames,,True
1063,1063,Hockey,2023-03-14,Carolina Hurricanes - Winnipeg Jets,,True
1064,1064,Hockey,2023-03-14,Chicago Blackhawks - Boston Bruins,,True
1065,1065,Hockey,2023-03-14,Edmonton Oilers - Ottawa Senators,,True
1066,1066,Hockey,2023-03-14,Los Angeles Kings - New York Islanders,,True
1067,1067,Hockey,2023-03-14,New Jersey Devils - Tampa Bay Lightning,,True
1068,1068,Hockey,2023-03-14,Nashville Predators - Detroit Red Wings,,True
1069,1069,Hockey,2023-03-14,New York Rangers - Washington Capitals,,True
1070,1070,Hockey,2023-03-14,Philadelphia Flyers - Vegas Golden Knights,,True
1071,1071,Hockey,2023-03-14,Pittsburgh Penguins - Montreal Canadiens,,True
1072,1072,Hockey,2023-03-14,San Jose Sharks - Columbus Blue Jackets,,True
1073,1073,Hockey,2023-03-14,Vancouver Canucks - Dallas Stars,,True
1074,1074,Hockey,2023-03-15,Anaheim Ducks - New York Islanders,,True
1075,1075,Hockey,2023-03-15,St. Louis Blues - Minnesota Wild,,True
1076,1076,Hockey,2023-03-15,Toronto Maple Leafs - Colorado Avalanche,,True
1077,1077,Hockey,2023-03-15,Washington Capitals - Buffalo Sabres,,True
1078,1078,Hockey,2023-03-16,Arizona Coyotes - Vancouver Canucks,,True
1079,1079,Hockey,2023-03-16,Edmonton Oilers - Dallas Stars,,True
1080,1080,Hockey,2023-03-16,Florida Panthers - Montreal Canadiens,,True
1081,1081,Hockey,2023-03-16,Los Angeles Kings - Columbus Blue Jackets,,True
1082,1082,Hockey,2023-03-16,New Jersey Devils - Tampa Bay Lightning,,True
1083,1083,Hockey,2023-03-16,Nashville Predators - Chicago Blackhawks,,True
1084,1084,Hockey,2023-03-16,New York Rangers - Pittsburgh Penguins,,True
1085,1085,Hockey,2023-03-16,Ottawa Senators - Colorado Avalanche,,True
1086,1086,Hockey,2023-03-16,San Jose Sharks - Seattle Kraken,,True
1087,1087,Hockey,2023-03-16,Vegas Golden Knights - Calgary Flames,,True
1088,1088,Hockey,2023-03-16,Winnipeg Jets - Boston Bruins,,True
1089,1089,Hockey,2023-03-17,Anaheim Ducks - Columbus Blue Jackets,,True
1090,1090,Hockey,2023-03-17,Philadelphia Flyers - Buffalo Sabres,,True
1091,1091,Hockey,2023-03-17,Toronto Maple Leafs - Carolina Hurricanes,,True
1092,1092,Hockey,2023-03-17,Washington Capitals - St. Louis Blues,,True
1093,1093,Hockey,2023-03-18,Arizona Coyotes - Chicago Blackhawks,,True
1094,1094,Hockey,2023-03-18,Calgary Flames - Dallas Stars,,True
1095,1095,Hockey,2023-03-18,Detroit Red Wings - Colorado Avalanche,,True
1096,1096,Hockey,2023-03-18,Florida Panthers - New Jersey Devils,,True
1097,1097,Hockey,2023-03-18,Los Angeles Kings - Vancouver Canucks,,True
1098,1098,Hockey,2023-03-18,Minnesota Wild - Boston Bruins,,True
1099,1099,Hockey,2023-03-18,Nashville Predators - Winnipeg Jets,,True
1100,1100,Hockey,2023-03-18,New York Rangers - Pittsburgh Penguins,,True
1101,1101,Hockey,2023-03-18,Ottawa Senators - Toronto Maple Leafs,,True
1102,1102,Hockey,2023-03-18,Philadelphia Flyers - Carolina Hurricanes,,True
1103,1103,Hockey,2023-03-18,Seattle Kraken - Edmonton Oilers,,True
1104,1104,Hockey,2023-03-18,San Jose Sharks - New York Islanders,,True
1105,1105,Hockey,2023-03-18,Tampa Bay Lightning - Montreal Canadiens,,True
1106,1106,Hockey,2023-03-19,Anaheim Ducks - Vancouver Canucks,,True
1107,1107,Hockey,2023-03-19,Buffalo Sabres - Boston Bruins,,True
1108,1108,Hockey,2023-03-19,Minnesota Wild - Washington Capitals,,True
1109,1109,Hockey,2023-03-19,New York Rangers - Nashville Predators,,True
1110,1110,Hockey,2023-03-19,St. Louis Blues - Winnipeg Jets,,True
1111,1111,Hockey,2023-03-19,Tampa Bay Lightning - New Jersey Devils,,True
1112,1112,Hockey,2023-03-19,Vegas Golden Knights - Columbus Blue Jackets,,True
1113,1113,Hockey,2023-03-20,Colorado Avalanche - Chicago Blackhawks,,True
1114,1114,Hockey,2023-03-20,Detroit Red Wings - Florida Panthers,,True
1115,1115,Hockey,2023-03-20,Edmonton Oilers - San Jose Sharks,,True
1116,1116,Hockey,2023-03-20,Los Angeles Kings - Calgary Flames,,True
1117,1117,Hockey,2023-03-20,Pittsburgh Penguins - Ottawa Senators,,True
1118,1118,Hockey,2023-03-21,Anaheim Ducks - Calgary Flames,,True
1119,1119,Hockey,2023-03-21,Boston Bruins - Ottawa Senators,,True
1120,1120,Hockey,2023-03-21,Buffalo Sabres - Nashville Predators,,True
1121,1121,Hockey,2023-03-21,Dallas Stars - Seattle Kraken,,True
1122,1122,Hockey,2023-03-21,Montreal Canadiens - Tampa Bay Lightning,,True
1123,1123,Hockey,2023-03-21,New Jersey Devils - Minnesota Wild,,True
1124,1124,Hockey,2023-03-21,New York Islanders - Toronto Maple Leafs,,True
1125,1125,Hockey,2023-03-21,New York Rangers - Carolina Hurricanes,,True
1126,1126,Hockey,2023-03-21,Philadelphia Flyers - Florida Panthers,,True
1127,1127,Hockey,2023-03-21,St. Louis Blues - Detroit Red Wings,,True
1128,1128,Hockey,2023-03-21,Vancouver Canucks - Vegas Golden Knights,,True
1129,1129,Hockey,2023-03-21,Winnipeg Jets - Arizona Coyotes,,True
1130,1130,Hockey,2023-03-21,Washington Capitals - Columbus Blue Jackets,,True
1131,1131,Hockey,2023-03-22,Colorado Avalanche - Pittsburgh Penguins,,True
1132,1132,Hockey,2023-03-22,Edmonton Oilers - Arizona Coyotes,,True
1133,1133,Hockey,2023-03-23,Anaheim Ducks - Winnipeg Jets,,True
1134,1134,Hockey,2023-03-23,Boston Bruins - Montreal Canadiens,,True
1135,1135,Hockey,2023-03-23,Carolina Hurricanes - New York Rangers,,True
1136,1136,Hockey,2023-03-23,Calgary Flames - Vegas Golden Knights,,True
1137,1137,Hockey,2023-03-23,Dallas Stars - Pittsburgh Penguins,,True
1138,1138,Hockey,2023-03-23,Detroit Red Wings - St. Louis Blues,,True
1139,1139,Hockey,2023-03-23,Florida Panthers - Toronto Maple Leafs,,True
1140,1140,Hockey,2023-03-23,Nashville Predators - Seattle Kraken,,True
1141,1141,Hockey,2023-03-23,Ottawa Senators - Tampa Bay Lightning,,True
1142,1142,Hockey,2023-03-23,Philadelphia Flyers - Minnesota Wild,,True
1143,1143,Hockey,2023-03-23,Vancouver Canucks - San Jose Sharks,,True
1144,1144,Hockey,2023-03-23,Washington Capitals - Chicago Blackhawks,,True
1145,1145,Hockey,2023-03-24,Buffalo Sabres - New Jersey Devils,,True
1146,1146,Hockey,2023-03-24,Columbus Blue Jackets - New York Islanders,,True
1147,1147,Hockey,2023-03-24,Colorado Avalanche - Arizona Coyotes,,True
1148,1148,Hockey,2023-03-25,Anaheim Ducks - St. Louis Blues,,True
1149,1149,Hockey,2023-03-25,Boston Bruins - Tampa Bay Lightning,,True
1150,1150,Hockey,2023-03-25,Carolina Hurricanes - Toronto Maple Leafs,,True
1151,1151,Hockey,2023-03-25,Calgary Flames - San Jose Sharks,,True
1152,1152,Hockey,2023-03-25,Dallas Stars - Vancouver Canucks,,True
1153,1153,Hockey,2023-03-25,Edmonton Oilers - Vegas Golden Knights,,True
1154,1154,Hockey,2023-03-25,Florida Panthers - New York Rangers,,True
1155,1155,Hockey,2023-03-25,Los Angeles Kings - Winnipeg Jets,,True
1156,1156,Hockey,2023-03-25,Minnesota Wild - Chicago Blackhawks,,True
1157,1157,Hockey,2023-03-25,Montreal Canadiens - Columbus Blue Jackets,,True
1158,1158,Hockey,2023-03-25,New Jersey Devils - Ottawa Senators,,True
1159,1159,Hockey,2023-03-25,Nashville Predators - Seattle Kraken,,True
1160,1160,Hockey,2023-03-25,New York Islanders - Buffalo Sabres,,True
1161,1161,Hockey,2023-03-25,Philadelphia Flyers - Detroit Red Wings,,True
1162,1162,Hockey,2023-03-25,Pittsburgh Penguins - Washington Capitals,,True
1163,1163,Hockey,2023-03-26,Arizona Coyotes - Colorado Avalanche,,True
1164,1164,Hockey,2023-03-26,Carolina Hurricanes - Boston Bruins,,True
1165,1165,Hockey,2023-03-26,Chicago Blackhawks - Vancouver Canucks,,True
1166,1166,Hockey,2023-03-26,Los Angeles Kings - St. Louis Blues,,True
1167,1167,Hockey,2023-03-26,Nashville Predators - Toronto Maple Leafs,,True
1168,1168,Hockey,2023-03-27,Anaheim Ducks - Colorado Avalanche,,True
1169,1169,Hockey,2023-03-27,Arizona Coyotes - Edmonton Oilers,,True
1170,1170,Hockey,2023-03-27,Buffalo Sabres - Montreal Canadiens,,True
1171,1171,Hockey,2023-03-27,Minnesota Wild - Seattle Kraken,,True
1172,1172,Hockey,2023-03-27,New York Islanders - New Jersey Devils,,True
1173,1173,Hockey,2023-03-27,Ottawa Senators - Florida Panthers,,True
1174,1174,Hockey,2023-03-28,Boston Bruins - Nashville Predators,,True
1175,1175,Hockey,2023-03-28,Carolina Hurricanes - Tampa Bay Lightning,,True
1176,1176,Hockey,2023-03-28,Calgary Flames - Los Angeles Kings,,True
1177,1177,Hockey,2023-03-28,Chicago Blackhawks - Dallas Stars,,True
1178,1178,Hockey,2023-03-28,Detroit Red Wings - Pittsburgh Penguins,,True
1179,1179,Hockey,2023-03-28,New York Rangers - Columbus Blue Jackets,,True
1180,1180,Hockey,2023-03-28,Philadelphia Flyers - Montreal Canadiens,,True
1181,1181,Hockey,2023-03-28,San Jose Sharks - Winnipeg Jets,,True
1182,1182,Hockey,2023-03-28,St. Louis Blues - Vancouver Canucks,,True
1183,1183,Hockey,2023-03-28,Vegas Golden Knights - Edmonton Oilers,,True
1184,1184,Hockey,2023-03-29,Colorado Avalanche - Minnesota Wild,,True
1185,1185,Hockey,2023-03-29,Toronto Maple Leafs - Florida Panthers,,True
1186,1186,Hockey,2023-03-29,Washington Capitals - New York Islanders,,True
1187,1187,Hockey,2023-03-30,Boston Bruins - Columbus Blue Jackets,,True
1188,1188,Hockey,2023-03-30,Chicago Blackhawks - St. Louis Blues,,True
1189,1189,Hockey,2023-03-30,Detroit Red Wings - Carolina Hurricanes,,True
1190,1190,Hockey,2023-03-30,Edmonton Oilers - Los Angeles Kings,,True
1191,1191,Hockey,2023-03-30,Montreal Canadiens - Florida Panthers,,True
1192,1192,Hockey,2023-03-30,New Jersey Devils - New York Rangers,,True
1193,1193,Hockey,2023-03-30,Ottawa Senators - Philadelphia Flyers,,True
1194,1194,Hockey,2023-03-30,Pittsburgh Penguins - Nashville Predators,,True
1195,1195,Hockey,2023-03-30,Seattle Kraken - Anaheim Ducks,,True
1196,1196,Hockey,2023-03-30,San Jose Sharks - Vegas Golden Knights,,True
1197,1197,Hockey,2023-03-30,Tampa Bay Lightning - Washington Capitals,,True
1198,1198,Hockey,2023-03-31,Arizona Coyotes - Dallas Stars,,True
1199,1199,Hockey,2023-03-31,Buffalo Sabres - New York Rangers,,True
1200,1200,Hockey,2023-03-31,Vancouver Canucks - Calgary Flames,,True
1201,1201,Hockey,2023-03-31,Winnipeg Jets - Detroit Red Wings,,True
1202,1202,Hockey,2023-04-01,Arizona Coyotes - San Jose Sharks,,True
1203,1203,Hockey,2023-04-01,Columbus Blue Jackets - Florida Panthers,,True
1204,1204,Hockey,2023-04-01,Chicago Blackhawks - New Jersey Devils,,True
1205,1205,Hockey,2023-04-01,Colorado Avalanche - Dallas Stars,,True
1206,1206,Hockey,2023-04-01,Edmonton Oilers - Anaheim Ducks,,True
1207,1207,Hockey,2023-04-01,Montreal Canadiens - Carolina Hurricanes,,True
1208,1208,Hockey,2023-04-01,Nashville Predators - St. Louis Blues,,True
1209,1209,Hockey,2023-04-01,Ottawa Senators - Toronto Maple Leafs,,True
1210,1210,Hockey,2023-04-01,Philadelphia Flyers - Buffalo Sabres,,True
1211,1211,Hockey,2023-04-01,Pittsburgh Penguins - Boston Bruins,,True
1212,1212,Hockey,2023-04-01,Seattle Kraken - Los Angeles Kings,,True
1213,1213,Hockey,2023-04-01,Tampa Bay Lightning - New York Islanders,,True
1214,1214,Hockey,2023-04-01,Vegas Golden Knights - Minnesota Wild,,True
1215,1215,Hockey,2023-04-02,Carolina Hurricanes - New York Islanders,,True
1216,1216,Hockey,2023-04-02,Columbus Blue Jackets - Ottawa Senators,,True
1217,1217,Hockey,2023-04-02,Calgary Flames - Anaheim Ducks,,True
1218,1218,Hockey,2023-04-02,Pittsburgh Penguins - Philadelphia Flyers,,True
1219,1219,Hockey,2023-04-02,St. Louis Blues - Boston Bruins,,True
1220,1220,Hockey,2023-04-02,Toronto Maple Leafs - Detroit Red Wings,,True
1221,1221,Hockey,2023-04-02,Vancouver Canucks - Los Angeles Kings,,True
1222,1222,Hockey,2023-04-02,Winnipeg Jets - New Jersey Devils,,True
1223,1223,Hockey,2023-04-02,Washington Capitals - New York Rangers,,True
1224,1224,Hockey,2023-04-03,Dallas Stars - Nashville Predators,,True
1225,1225,Hockey,2023-04-03,Minnesota Wild - Vegas Golden Knights,,True
1226,1226,Hockey,2023-04-03,Seattle Kraken - Arizona Coyotes,,True
1227,1227,Hockey,2023-04-04,Carolina Hurricanes - Ottawa Senators,,True
1228,1228,Hockey,2023-04-04,Calgary Flames - Chicago Blackhawks,,True
1229,1229,Hockey,2023-04-04,Florida Panthers - Buffalo Sabres,,True
1230,1230,Hockey,2023-04-04,Los Angeles Kings - Edmonton Oilers,,True
1231,1231,Hockey,2023-04-04,Montreal Canadiens - Detroit Red Wings,,True
1232,1232,Hockey,2023-04-04,New Jersey Devils - Pittsburgh Penguins,,True
1233,1233,Hockey,2023-04-04,Nashville Predators - Vegas Golden Knights,,True
1234,1234,Hockey,2023-04-04,San Jose Sharks - Colorado Avalanche,,True
1235,1235,Hockey,2023-04-04,St. Louis Blues - Philadelphia Flyers,,True
1236,1236,Hockey,2023-04-04,Toronto Maple Leafs - Columbus Blue Jackets,,True
1237,1237,Hockey,2023-04-04,Vancouver Canucks - Seattle Kraken,,True
1238,1238,Hockey,2023-04-05,Anaheim Ducks - Edmonton Oilers,,True
1239,1239,Hockey,2023-04-05,New York Rangers - Tampa Bay Lightning,,True
1240,1240,Hockey,2023-04-05,Winnipeg Jets - Calgary Flames,,True
1241,1241,Hockey,2023-04-06,Boston Bruins - Toronto Maple Leafs,,True
1242,1242,Hockey,2023-04-06,Dallas Stars - Philadelphia Flyers,,True
1243,1243,Hockey,2023-04-06,Detroit Red Wings - Buffalo Sabres,,True
1244,1244,Hockey,2023-04-06,Florida Panthers - Ottawa Senators,,True
1245,1245,Hockey,2023-04-06,Montreal Canadiens - Washington Capitals,,True
1246,1246,Hockey,2023-04-06,New Jersey Devils - Columbus Blue Jackets,,True
1247,1247,Hockey,2023-04-06,Nashville Predators - Carolina Hurricanes,,True
1248,1248,Hockey,2023-04-06,New York Islanders - Tampa Bay Lightning,,True
1249,1249,Hockey,2023-04-06,Pittsburgh Penguins - Minnesota Wild,,True
1250,1250,Hockey,2023-04-06,Seattle Kraken - Arizona Coyotes,,True
1251,1251,Hockey,2023-04-06,San Jose Sharks - Colorado Avalanche,,True
1252,1252,Hockey,2023-04-06,St. Louis Blues - New York Rangers,,True
1253,1253,Hockey,2023-04-06,Vancouver Canucks - Chicago Blackhawks,,True
1254,1254,Hockey,2023-04-06,Vegas Golden Knights - Los Angeles Kings,,True
1255,1255,Hockey,2023-04-08,Arizona Coyotes - Anaheim Ducks,,True
1256,1256,Hockey,2023-04-08,Boston Bruins - New Jersey Devils,,True
1257,1257,Hockey,2023-04-08,Buffalo Sabres - Carolina Hurricanes,,True
1258,1258,Hockey,2023-04-08,Columbus Blue Jackets - New York Rangers,,True
1259,1259,Hockey,2023-04-08,Dallas Stars - Vegas Golden Knights,,True
1260,1260,Hockey,2023-04-08,Detroit Red Wings - Pittsburgh Penguins,,True
1261,1261,Hockey,2023-04-08,Los Angeles Kings - Colorado Avalanche,,True
1262,1262,Hockey,2023-04-08,Minnesota Wild - St. Louis Blues,,True
1263,1263,Hockey,2023-04-08,New York Islanders - Philadelphia Flyers,,True
1264,1264,Hockey,2023-04-08,Ottawa Senators - Tampa Bay Lightning,,True
1265,1265,Hockey,2023-04-08,Seattle Kraken - Chicago Blackhawks,,True
1266,1266,Hockey,2023-04-08,San Jose Sharks - Edmonton Oilers,,True
1267,1267,Hockey,2023-04-08,Toronto Maple Leafs - Montreal Canadiens,,True
1268,1268,Hockey,2023-04-08,Vancouver Canucks - Calgary Flames,,True
1269,1269,Hockey,2023-04-08,Winnipeg Jets - Nashville Predators,,True
1270,1270,Hockey,2023-04-08,Washington Capitals - Florida Panthers,,True
